ws_id,payment
27344,never pay
27345,pay per bucket
27346,pay monthly
27347,pay annually
27348,pay when scheme fails
27349,never pay
27350,never pay
27351,pay monthly
27352,
27353,pay per bucket
27354,never pay
27355,
27356,never pay
27357,pay when scheme fails
27358,
27359,never pay
27361,
27362,pay monthly
27363,never pay
27364,never pay
27365,never pay
27366,pay per bucket
27367,never pay
27368,pay monthly
27369,never pay
27370,pay per bucket
27371,
27372,never pay
27373,pay monthly
27374,never pay
27375,never pay
27376,pay per bucket
27377,pay per bucket
27378,
27379,pay per bucket
27380,pay per bucket
27381,never pay
27382,pay per bucket
27384,never pay
27385,
27386,never pay
27387,pay per bucket
27388,never pay
27389,pay per bucket
27390,pay when scheme fails
27391,never pay
27392,never pay
27393,pay per bucket
27394,never pay
27395,never pay
27396,never pay
27397,never pay
27398,never pay
27399,pay monthly
27400,never pay
27401,never pay
27402,
27403,never pay
27404,pay per bucket
27405,pay monthly
27406,never pay
27407,other
27408,never pay
27409,never pay
27410,pay per bucket
27411,never pay
27412,pay monthly
27413,
27415,never pay
27416,
27417,pay per bucket
27418,never pay
27419,never pay
27420,never pay
27421,never pay
27423,never pay
27424,pay monthly
27425,never pay
27426,never pay
27427,pay monthly
27428,never pay
27430,pay when scheme fails
27431,never pay
27432,never pay
27433,pay annually
27434,pay monthly
27436,
27438,never pay
27439,pay when scheme fails
27440,pay when scheme fails
27441,pay monthly
27442,never pay
27443,pay monthly
27444,never pay
27445,
27446,never pay
27448,pay per bucket
27449,never pay
27450,never pay
27451,pay monthly
27452,pay per bucket
27453,pay monthly
27454,pay when scheme fails
27455,never pay
27456,never pay
27457,pay per bucket
27458,pay per bucket
27459,pay per bucket
27461,never pay
27462,never pay
27463,pay annually
27464,pay when scheme fails
27465,pay per bucket
27466,pay monthly
27467,pay when scheme fails
27468,never pay
27469,never pay
27470,
27471,
27472,never pay
27473,never pay
27475,never pay
27476,pay per bucket
27477,pay per bucket
27478,never pay
27479,never pay
27480,pay per bucket
27482,never pay
27483,pay when scheme fails
27484,never pay
27485,never pay
27486,pay monthly
27487,
27489,pay annually
27490,pay when scheme fails
27491,never pay
27492,never pay
27493,pay monthly
27494,pay monthly
27497,never pay
27498,never pay
27499,never pay
27500,pay monthly
27501,pay when scheme fails
27502,never pay
27503,
27504,pay annually
27505,other
27506,pay annually
27507,never pay
27508,pay per bucket
27509,never pay
27510,
27511,pay when scheme fails
27512,pay per bucket
27513,never pay
27515,pay per bucket
27516,never pay
27517,
27518,pay per bucket
27519,pay annually
27520,never pay
27521,never pay
27522,never pay
27523,pay per bucket
27524,pay annually
27526,never pay
27527,
27528,pay monthly
27529,
27530,never pay
27531,
27532,never pay
27533,pay monthly
27534,never pay
27535,never pay
27536,pay monthly
27537,never pay
27538,pay monthly
27539,pay annually
27540,pay per bucket
27541,
27542,
27543,never pay
27544,never pay
27545,never pay
27546,never pay
27547,never pay
27549,pay monthly
27550,pay monthly
27551,pay when scheme fails
27552,pay per bucket
27553,pay when scheme fails
27554,pay per bucket
27556,
27557,never pay
27558,never pay
27559,pay monthly
27560,never pay
27561,pay monthly
27562,pay per bucket
27563,pay monthly
27564,pay annually
27565,never pay
27566,never pay
27567,never pay
27568,pay annually
27569,never pay
27570,never pay
27571,never pay
27572,pay annually
27573,never pay
27574,never pay
27575,never pay
27576,pay per bucket
27577,never pay
27578,pay per bucket
27580,pay annually
27581,pay per bucket
27582,
27583,pay per bucket
27584,pay when scheme fails
27585,pay monthly
27586,pay monthly
27587,pay when scheme fails
27588,never pay
27589,pay monthly
27590,
27591,pay annually
27592,
27593,pay per bucket
27595,
27596,never pay
27597,never pay
27598,never pay
27599,never pay
27601,
27602,pay per bucket
27603,pay monthly
27604,pay when scheme fails
27605,pay when scheme fails
27606,
27607,
27609,never pay
27610,never pay
27612,pay monthly
27614,pay per bucket
27617,pay per bucket
27618,pay per bucket
27619,pay monthly
27620,never pay
27621,never pay
27622,never pay
27623,
27624,pay per bucket
27625,
27626,
27627,never pay
27628,never pay
27629,pay per bucket
27630,never pay
27631,
27632,pay monthly
27633,never pay
27634,pay per bucket
27635,pay per bucket
27636,never pay
27637,
27638,
27639,never pay
27640,
27641,never pay
27642,pay per bucket
27644,pay per bucket
27645,never pay
27646,pay per bucket
27647,
27648,pay per bucket
27649,pay per bucket
27650,pay monthly
27651,
27652,never pay
27653,never pay
27655,pay per bucket
27656,pay per bucket
27657,never pay
27658,
27659,never pay
27660,never pay
27661,never pay
27662,never pay
27663,pay monthly
27664,pay when scheme fails
27665,
27666,never pay
27667,never pay
27668,never pay
27669,
27670,pay per bucket
27671,pay monthly
27673,never pay
27674,never pay
27675,pay monthly
27676,pay per bucket
27677,pay monthly
27678,pay when scheme fails
27679,never pay
27680,pay per bucket
27681,pay monthly
27682,pay monthly
27683,pay per bucket
27684,
27685,pay per bucket
27686,never pay
27687,pay per bucket
27688,pay monthly
27689,pay per bucket
27690,pay monthly
27691,never pay
27694,never pay
27695,never pay
27696,pay annually
27697,pay monthly
27698,pay annually
27699,
27700,never pay
27701,
27702,never pay
27703,pay per bucket
27704,never pay
27705,never pay
27707,never pay
27708,pay monthly
27709,
27710,never pay
27711,pay monthly
27712,pay annually
27713,never pay
27714,pay when scheme fails
27715,
27716,
27717,never pay
27718,never pay
27719,never pay
27720,pay monthly
27721,never pay
27722,
27723,never pay
27724,never pay
27726,pay per bucket
27727,pay per bucket
27728,pay monthly
27730,never pay
27731,never pay
27733,never pay
27734,never pay
27735,never pay
27736,pay monthly
27737,never pay
27738,pay monthly
27739,
27740,
27741,other
27743,never pay
27744,pay per bucket
27745,pay per bucket
27747,pay per bucket
27748,pay per bucket
27749,never pay
27750,pay monthly
27751,never pay
27752,never pay
27753,never pay
27754,pay annually
27755,pay when scheme fails
27756,pay per bucket
27757,never pay
27758,
27759,never pay
27760,pay per bucket
27761,never pay
27762,pay monthly
27763,pay per bucket
27764,pay monthly
27765,never pay
27766,never pay
27767,pay per bucket
27768,never pay
27769,pay per bucket
27770,pay per bucket
27771,never pay
27772,pay monthly
27774,never pay
27775,
27776,pay when scheme fails
27777,pay when scheme fails
27778,
27779,pay monthly
27780,pay per bucket
27781,never pay
27783,never pay
27784,pay per bucket
27785,pay monthly
27786,
27788,never pay
27791,pay annually
27792,never pay
27793,pay per bucket
27794,never pay
27795,pay per bucket
27796,
27797,pay when scheme fails
27798,
27800,pay when scheme fails
27801,never pay
27802,never pay
27803,never pay
27804,never pay
27805,never pay
27806,never pay
27807,never pay
27808,never pay
27809,never pay
27810,pay per bucket
27812,pay monthly
27813,never pay
27814,never pay
27815,never pay
27816,never pay
27817,never pay
27818,pay annually
27819,pay per bucket
27820,never pay
27822,never pay
27823,never pay
27824,pay monthly
27825,
27826,never pay
27827,
27828,pay per bucket
27829,pay per bucket
27830,pay monthly
27832,never pay
27833,pay per bucket
27834,pay per bucket
27835,never pay
27836,pay when scheme fails
27837,
27838,pay monthly
27839,never pay
27840,pay monthly
27841,pay annually
27842,pay per bucket
27843,pay annually
27844,pay per bucket
27845,never pay
27846,never pay
27847,never pay
27848,never pay
27849,pay monthly
27850,pay annually
27851,pay per bucket
27852,pay monthly
27853,pay annually
27854,
27855,
27856,pay monthly
27857,never pay
27858,
27859,pay per bucket
27860,never pay
27861,
27862,pay monthly
27863,
27865,
27866,never pay
27867,
27868,
27869,never pay
27870,pay per bucket
27871,never pay
27872,never pay
27873,pay monthly
27874,pay annually
27875,pay monthly
27876,never pay
27877,never pay
27878,never pay
27879,pay per bucket
27880,never pay
27881,never pay
27882,never pay
27883,never pay
27884,never pay
27885,never pay
27886,never pay
27888,
27889,never pay
27890,never pay
27891,pay per bucket
27892,never pay
27893,
27894,never pay
27895,
27896,pay per bucket
27897,never pay
27898,pay per bucket
27899,never pay
27900,
27901,
27902,never pay
27903,
27905,pay per bucket
27906,pay monthly
27907,pay monthly
27908,never pay
27909,never pay
27911,never pay
27912,never pay
27913,never pay
27914,pay monthly
27915,never pay
27916,pay per bucket
27917,never pay
27918,pay per bucket
27919,pay when scheme fails
27920,
27921,never pay
27922,pay annually
27923,pay per bucket
27924,never pay
27925,
27926,pay per bucket
27927,never pay
27928,
27929,never pay
27930,never pay
27931,pay monthly
27932,never pay
27933,never pay
27934,never pay
27937,pay monthly
27938,pay per bucket
27939,pay monthly
27940,never pay
27941,never pay
27942,pay per bucket
27943,
27944,never pay
27945,
27946,
27947,pay monthly
27948,pay monthly
27949,
27950,pay per bucket
27951,pay per bucket
27952,never pay
27953,pay monthly
27954,pay monthly
27955,pay per bucket
27956,pay when scheme fails
27957,pay per bucket
27958,pay per bucket
27959,never pay
27960,
27961,never pay
27962,
27964,pay annually
27965,never pay
27966,never pay
27967,pay when scheme fails
27968,pay per bucket
27969,pay annually
27970,other
27971,other
27972,pay when scheme fails
27974,pay monthly
27975,pay when scheme fails
27976,never pay
27977,pay when scheme fails
27978,
27979,never pay
27980,never pay
27981,pay when scheme fails
27982,pay per bucket
27984,pay annually
27985,pay per bucket
27986,pay monthly
27987,pay per bucket
27988,pay when scheme fails
27989,never pay
27990,never pay
27991,never pay
27993,never pay
27994,pay per bucket
27995,never pay
27996,
27997,never pay
27998,pay monthly
27999,never pay
28001,pay monthly
28002,never pay
28004,pay when scheme fails
28005,never pay
28006,
28007,never pay
28008,never pay
28009,never pay
28010,never pay
28011,never pay
28013,never pay
28015,
28016,pay per bucket
28017,pay monthly
28018,
28019,never pay
28020,never pay
28021,pay monthly
28022,never pay
28023,pay when scheme fails
28025,pay per bucket
28026,never pay
28027,pay monthly
28028,pay monthly
28029,
28030,never pay
28031,never pay
28032,
28033,
28034,pay monthly
28035,pay per bucket
28036,pay when scheme fails
28037,never pay
28038,never pay
28039,pay monthly
28040,pay per bucket
28041,other
28042,pay monthly
28043,pay per bucket
28044,pay annually
28045,pay annually
28046,
28047,never pay
28048,never pay
28049,never pay
28050,never pay
28051,pay per bucket
28052,pay monthly
28053,pay annually
28054,pay annually
28055,pay monthly
28056,pay per bucket
28057,pay monthly
28058,pay monthly
28059,
28060,never pay
28061,never pay
28062,pay per bucket
28063,pay when scheme fails
28064,never pay
28065,pay per bucket
28067,never pay
28068,never pay
28069,never pay
28070,never pay
28071,never pay
28072,pay per bucket
28073,pay monthly
28074,pay monthly
28075,never pay
28076,
28077,never pay
28078,pay per bucket
28079,never pay
28081,
28082,never pay
28083,never pay
28084,pay monthly
28085,pay per bucket
28086,pay when scheme fails
28087,never pay
28088,pay per bucket
28090,other
28091,pay per bucket
28092,never pay
28093,pay per bucket
28094,pay annually
28095,never pay
28096,never pay
28097,pay monthly
28098,pay per bucket
28099,never pay
28100,never pay
28101,pay per bucket
28102,pay monthly
28103,
28104,pay per bucket
28105,
28107,never pay
28108,never pay
28109,pay per bucket
28110,pay monthly
28111,never pay
28112,never pay
28113,never pay
28114,never pay
28115,never pay
28116,
28117,pay per bucket
28118,never pay
28119,
28120,never pay
28121,never pay
28123,pay annually
28124,pay per bucket
28125,pay monthly
28126,
28127,pay per bucket
28128,
28129,
28130,never pay
28131,pay monthly
28132,pay when scheme fails
28133,never pay
28134,never pay
28136,never pay
28137,
28138,never pay
28139,pay per bucket
28140,never pay
28141,pay monthly
28142,never pay
28144,
28145,never pay
28146,never pay
28147,never pay
28148,
28149,never pay
28150,pay per bucket
28151,never pay
28152,never pay
28153,pay monthly
28154,pay per bucket
28155,never pay
28156,pay per bucket
28157,never pay
28158,pay per bucket
28159,
28160,never pay
28161,pay monthly
28162,never pay
28163,pay per bucket
28164,never pay
28165,never pay
28166,never pay
28168,
28169,never pay
28170,pay per bucket
28171,never pay
28172,never pay
28173,pay per bucket
28174,pay per bucket
28175,
28176,never pay
28177,never pay
28178,never pay
28179,pay monthly
28180,other
28181,pay when scheme fails
28184,never pay
28185,never pay
28186,pay per bucket
28187,never pay
28188,never pay
28189,pay per bucket
28190,pay when scheme fails
28191,pay monthly
28192,pay monthly
28193,never pay
28194,never pay
28195,never pay
28196,pay when scheme fails
28197,pay monthly
28198,
28200,
28201,pay annually
28202,
28203,pay per bucket
28204,never pay
28205,pay annually
28206,
28207,
28208,never pay
28209,pay per bucket
28210,pay monthly
28211,never pay
28212,never pay
28213,pay annually
28214,never pay
28215,
28216,pay monthly
28217,never pay
28218,
28219,
28220,pay monthly
28221,never pay
28222,
28223,never pay
28224,never pay
28225,pay monthly
28227,pay per bucket
28228,
28229,pay per bucket
28230,never pay
28231,pay per bucket
28232,never pay
28233,pay when scheme fails
28234,never pay
28235,never pay
28236,never pay
28237,pay per bucket
28240,other
28241,pay when scheme fails
28242,pay per bucket
28243,
28244,pay per bucket
28245,
28246,never pay
28247,
28248,pay when scheme fails
28249,never pay
28250,never pay
28251,never pay
28252,
28253,never pay
28254,never pay
28255,never pay
28256,pay per bucket
28257,never pay
28258,pay monthly
28259,pay when scheme fails
28260,pay per bucket
28261,pay monthly
28264,pay per bucket
28265,never pay
28266,never pay
28267,never pay
28268,pay per bucket
28269,never pay
28270,never pay
28271,pay per bucket
28272,pay per bucket
28273,pay per bucket
28274,pay per bucket
28275,pay per bucket
28276,never pay
28277,pay monthly
28278,pay when scheme fails
28281,never pay
28282,
28283,never pay
28284,
28286,pay per bucket
28287,pay per bucket
28288,
28289,never pay
28290,pay per bucket
28291,never pay
28292,pay monthly
28293,never pay
28294,never pay
28295,never pay
28296,pay per bucket
28297,never pay
28298,never pay
28300,pay monthly
28301,pay per bucket
28302,never pay
28303,pay per bucket
28305,
28306,
28307,never pay
28308,
28309,never pay
28310,never pay
28311,never pay
28312,other
28313,pay monthly
28314,pay per bucket
28315,pay monthly
28316,never pay
28317,
28318,
28319,pay when scheme fails
28320,never pay
28321,pay per bucket
28322,
28324,never pay
28325,never pay
28326,pay monthly
28327,pay monthly
28328,pay per bucket
28329,never pay
28330,pay monthly
28331,never pay
28332,pay monthly
28333,never pay
28334,never pay
28335,other
28336,pay per bucket
28337,never pay
28338,never pay
28339,never pay
28340,never pay
28341,pay monthly
28342,pay monthly
28343,pay monthly
28345,never pay
28346,never pay
28348,pay monthly
28350,never pay
28351,never pay
28352,
28353,never pay
28354,pay per bucket
28355,pay per bucket
28357,never pay
28358,never pay
28359,never pay
28360,pay per bucket
28361,pay when scheme fails
28362,pay monthly
28364,pay per bucket
28365,never pay
28366,
28367,pay per bucket
28369,
28370,pay per bucket
28371,never pay
28372,
28373,pay monthly
28374,never pay
28375,pay monthly
28376,pay per bucket
28377,never pay
28378,pay annually
28379,never pay
28380,pay when scheme fails
28381,pay monthly
28382,pay per bucket
28383,pay per bucket
28384,pay per bucket
28385,pay per bucket
28386,pay per bucket
28387,pay when scheme fails
28388,
28390,pay per bucket
28391,
28392,
28393,never pay
28394,never pay
28395,pay when scheme fails
28396,
28397,never pay
28398,never pay
28399,
28400,pay monthly
28401,never pay
28402,never pay
28403,pay monthly
28404,pay monthly
28405,never pay
28406,pay per bucket
28407,never pay
28408,never pay
28409,never pay
28411,never pay
28412,pay monthly
28413,pay annually
28415,never pay
28417,never pay
28418,
28420,pay monthly
28421,pay annually
28422,never pay
28423,pay per bucket
28424,pay when scheme fails
28425,
28426,pay monthly
28427,pay monthly
28428,pay per bucket
28429,never pay
28430,pay per bucket
28433,pay annually
28434,
28435,pay monthly
28436,never pay
28437,pay annually
28438,pay per bucket
28439,never pay
28440,
28441,pay monthly
28442,never pay
28443,pay monthly
28444,pay per bucket
28445,
28446,
28447,never pay
28448,pay annually
28449,pay annually
28450,never pay
28452,pay per bucket
28453,pay per bucket
28454,never pay
28455,pay monthly
28456,never pay
28457,pay per bucket
28458,never pay
28459,
28460,pay when scheme fails
28462,never pay
28464,other
28465,pay monthly
28466,
28467,
28468,pay when scheme fails
28469,never pay
28470,never pay
28471,never pay
28472,pay per bucket
28473,pay monthly
28474,
28475,pay per bucket
28476,
28477,never pay
28478,never pay
28479,never pay
28480,pay per bucket
28481,never pay
28482,never pay
28483,
28484,never pay
28485,never pay
28486,never pay
28487,pay per bucket
28488,
28489,pay monthly
28490,
28491,never pay
28492,never pay
28493,pay when scheme fails
28494,never pay
28495,never pay
28496,
28499,never pay
28501,never pay
28502,never pay
28504,never pay
28505,never pay
28506,pay per bucket
28507,pay when scheme fails
28508,never pay
28509,pay monthly
28510,never pay
28512,pay monthly
28513,
28514,pay when scheme fails
28516,never pay
28517,pay monthly
28519,never pay
28520,pay when scheme fails
28521,pay monthly
28522,pay monthly
28523,never pay
28524,
28525,never pay
28526,pay when scheme fails
28527,pay monthly
28528,pay when scheme fails
28529,pay monthly
28530,pay monthly
28531,other
28532,pay per bucket
28533,pay per bucket
28534,
28535,never pay
28536,pay annually
28537,
28538,never pay
28539,pay when scheme fails
28540,pay monthly
28541,
28542,pay per bucket
28543,pay monthly
28544,never pay
28545,never pay
28546,never pay
28548,pay per bucket
28550,never pay
28552,pay monthly
28553,never pay
28554,pay per bucket
28555,never pay
28556,pay per bucket
28557,pay per bucket
28558,
28559,pay monthly
28560,pay when scheme fails
28561,
28562,pay when scheme fails
28563,never pay
28564,
28565,never pay
28566,
28567,never pay
28568,never pay
28569,never pay
28570,never pay
28571,never pay
28572,never pay
28573,never pay
28574,never pay
28575,never pay
28576,never pay
28577,other
28578,pay monthly
28579,
28580,pay annually
28581,never pay
28582,never pay
28584,never pay
28585,pay monthly
28586,
28588,pay per bucket
28589,never pay
28590,pay monthly
28591,pay per bucket
28592,
28593,
28594,never pay
28595,never pay
28596,
28597,never pay
28599,pay per bucket
28600,pay monthly
28601,
28602,never pay
28603,
28604,never pay
28605,pay per bucket
28606,pay per bucket
28607,
28609,never pay
28610,
28611,pay monthly
28612,never pay
28613,pay annually
28614,pay monthly
28615,never pay
28616,never pay
28617,pay when scheme fails
28618,never pay
28619,never pay
28620,never pay
28621,
28622,pay monthly
28623,pay per bucket
28624,pay per bucket
28625,
28626,never pay
28627,never pay
28628,pay per bucket
28630,never pay
28631,pay per bucket
28632,pay per bucket
28633,pay per bucket
28634,pay per bucket
28636,never pay
28637,never pay
28638,pay per bucket
28640,never pay
28641,
28642,pay per bucket
28644,
28645,never pay
28646,pay annually
28647,pay per bucket
28648,never pay
28649,never pay
28650,pay monthly
28651,never pay
28653,never pay
28654,never pay
28655,never pay
28656,never pay
28657,never pay
28658,pay when scheme fails
28659,pay annually
28660,pay monthly
28661,never pay
28662,never pay
28663,never pay
28664,pay per bucket
28665,other
28666,pay per bucket
28667,pay per bucket
28668,never pay
28669,never pay
28670,never pay
28671,pay monthly
28672,pay per bucket
28673,never pay
28674,
28675,never pay
28676,
28677,pay monthly
28678,other
28679,never pay
28680,pay per bucket
28681,pay per bucket
28682,pay per bucket
28683,pay when scheme fails
28684,pay per bucket
28685,never pay
28686,pay per bucket
28687,pay monthly
28688,never pay
28689,pay per bucket
28690,
28691,never pay
28692,
28694,
28695,pay when scheme fails
28696,
28697,never pay
28698,never pay
28699,pay per bucket
28700,never pay
28702,never pay
28703,
28704,
28705,pay per bucket
28706,never pay
28707,
28708,pay per bucket
28709,
28710,pay monthly
28711,never pay
28712,pay when scheme fails
28713,never pay
28714,pay monthly
28715,
28716,pay monthly
28717,never pay
28718,pay monthly
28719,never pay
28720,pay when scheme fails
28721,never pay
28722,pay when scheme fails
28723,pay per bucket
28724,never pay
28725,pay monthly
28726,
28727,never pay
28728,pay monthly
28730,never pay
28731,pay per bucket
28732,pay when scheme fails
28733,never pay
28734,
28735,pay annually
28736,never pay
28737,never pay
28738,never pay
28739,
28740,pay per bucket
28741,
28743,never pay
28744,pay per bucket
28746,pay per bucket
28747,pay when scheme fails
28748,
28749,
28750,
28752,never pay
28753,pay annually
28754,pay monthly
28755,pay when scheme fails
28756,pay monthly
28757,pay monthly
28758,pay when scheme fails
28759,never pay
28761,
28762,pay monthly
28763,never pay
28765,never pay
28767,pay per bucket
28768,pay monthly
28770,never pay
28771,pay monthly
28772,never pay
28773,pay monthly
28774,never pay
28775,never pay
28776,pay per bucket
28777,never pay
28778,pay per bucket
28779,never pay
28780,other
28781,pay annually
28782,
28783,never pay
28784,never pay
28785,pay when scheme fails
28786,never pay
28787,never pay
28788,pay monthly
28789,
28790,pay monthly
28791,never pay
28792,pay when scheme fails
28793,never pay
28794,pay per bucket
28795,pay when scheme fails
28796,pay per bucket
28797,pay monthly
28798,pay per bucket
28799,never pay
28800,
28801,never pay
28802,pay annually
28803,pay annually
28804,
28805,pay per bucket
28806,
28807,never pay
28808,pay when scheme fails
28809,never pay
28810,pay when scheme fails
28812,pay per bucket
28813,never pay
28814,never pay
28815,pay monthly
28816,never pay
28817,
28818,never pay
28819,never pay
28820,pay per bucket
28821,
28823,other
28825,pay per bucket
28826,never pay
28827,
28828,never pay
28829,never pay
28830,never pay
28831,pay when scheme fails
28832,never pay
28833,pay monthly
28834,pay per bucket
28836,
28837,
28838,never pay
28840,never pay
28842,other
28843,pay annually
28845,pay when scheme fails
28846,pay monthly
28847,
28848,never pay
28849,never pay
28850,pay monthly
28851,never pay
28852,never pay
28853,pay per bucket
28854,never pay
28855,never pay
28856,never pay
28857,
28858,never pay
28859,pay annually
28860,other
28861,never pay
28862,pay when scheme fails
28863,never pay
28864,
28867,never pay
28868,never pay
28869,pay when scheme fails
28870,never pay
28871,never pay
28872,never pay
28873,never pay
28874,
28875,never pay
28876,never pay
28878,never pay
28879,pay when scheme fails
28881,never pay
28882,never pay
28883,never pay
28884,pay when scheme fails
28885,never pay
28886,never pay
28887,never pay
28888,never pay
28889,pay per bucket
28890,pay when scheme fails
28891,pay monthly
28892,pay monthly
28893,other
28894,other
28895,never pay
28896,never pay
28897,never pay
28898,never pay
28899,pay per bucket
28900,
28901,pay monthly
28902,
28903,pay when scheme fails
28904,never pay
28905,pay when scheme fails
28906,pay per bucket
28908,pay per bucket
28909,pay monthly
28910,never pay
28911,never pay
28912,pay when scheme fails
28913,pay when scheme fails
28914,pay per bucket
28915,never pay
28917,never pay
28918,pay annually
28919,never pay
28920,never pay
28921,pay monthly
28922,
28923,pay per bucket
28924,never pay
28925,never pay
28926,never pay
28927,never pay
28928,pay per bucket
28929,
28930,pay when scheme fails
28931,pay monthly
28932,never pay
28933,pay per bucket
28934,never pay
28935,never pay
28936,never pay
28937,pay monthly
28938,never pay
28939,never pay
28940,pay per bucket
28941,pay per bucket
28942,never pay
28943,
28944,never pay
28945,pay per bucket
28946,
28947,
28948,pay per bucket
28949,pay per bucket
28950,pay per bucket
28951,
28953,pay per bucket
28954,never pay
28956,other
28957,pay monthly
28958,never pay
28959,never pay
28960,never pay
28961,never pay
28962,pay annually
28963,never pay
28964,never pay
28966,never pay
28967,never pay
28968,never pay
28969,never pay
28970,pay per bucket
28971,pay monthly
28972,never pay
28973,
28974,pay monthly
28975,never pay
28976,
28977,pay per bucket
28978,pay per bucket
28979,other
28980,pay annually
28981,pay monthly
28982,pay monthly
28983,pay per bucket
28984,pay when scheme fails
28985,never pay
28986,pay per bucket
28987,never pay
28988,pay per bucket
28989,never pay
28990,never pay
28991,never pay
28992,pay per bucket
28993,
28994,never pay
28995,never pay
28996,never pay
28997,never pay
28998,never pay
28999,pay when scheme fails
29000,never pay
29002,
29003,never pay
29004,pay monthly
29005,never pay
29006,never pay
29007,never pay
29008,never pay
29009,never pay
29010,pay per bucket
29011,pay annually
29012,never pay
29013,never pay
29015,never pay
29016,never pay
29017,pay per bucket
29018,never pay
29019,never pay
29021,never pay
29022,never pay
29023,pay monthly
29024,pay per bucket
29025,never pay
29026,pay per bucket
29027,never pay
29028,never pay
29029,pay monthly
29030,pay annually
29031,pay annually
29032,pay annually
29033,never pay
29034,pay annually
29035,pay when scheme fails
29036,never pay
29037,pay annually
29038,pay when scheme fails
29039,pay monthly
29040,pay per bucket
29041,pay when scheme fails
29042,
29043,never pay
29046,pay per bucket
29047,never pay
29048,pay per bucket
29049,pay per bucket
29051,
29052,pay annually
29053,pay per bucket
29054,never pay
29055,pay monthly
29057,pay monthly
29058,
29060,never pay
29062,never pay
29063,never pay
29064,pay monthly
29065,pay when scheme fails
29066,never pay
29067,pay per bucket
29068,never pay
29070,
29071,pay per bucket
29072,never pay
29073,never pay
29074,never pay
29075,pay per bucket
29076,pay monthly
29078,never pay
29079,never pay
29080,pay per bucket
29081,
29082,pay per bucket
29083,never pay
29084,never pay
29085,
29086,
29087,pay monthly
29089,pay per bucket
29090,never pay
29091,never pay
29092,never pay
29093,pay per bucket
29094,never pay
29095,never pay
29097,pay annually
29098,pay per bucket
29099,pay monthly
29100,pay per bucket
29101,never pay
29102,pay monthly
29103,never pay
29104,never pay
29105,pay when scheme fails
29106,never pay
29107,
29108,never pay
29109,never pay
29110,pay per bucket
29111,pay monthly
29112,pay when scheme fails
29113,never pay
29114,pay monthly
29115,pay per bucket
29116,
29117,
29118,pay monthly
29119,pay annually
29120,never pay
29121,pay per bucket
29122,never pay
29123,pay per bucket
29124,never pay
29125,never pay
29126,never pay
29127,never pay
29128,pay per bucket
29129,
29130,pay monthly
29131,never pay
29132,
29133,pay monthly
29134,never pay
29135,never pay
29136,never pay
29137,pay per bucket
29138,pay when scheme fails
29139,pay monthly
29140,pay annually
29141,never pay
29142,pay monthly
29143,pay per bucket
29144,never pay
29146,pay when scheme fails
29147,pay when scheme fails
29148,never pay
29149,pay when scheme fails
29150,pay when scheme fails
29151,pay per bucket
29152,pay per bucket
29153,never pay
29154,pay per bucket
29155,pay when scheme fails
29156,never pay
29158,pay monthly
29159,pay per bucket
29160,other
29161,pay monthly
29162,pay when scheme fails
29163,pay monthly
29164,pay per bucket
29165,never pay
29166,pay monthly
29167,never pay
29168,never pay
29169,never pay
29170,pay monthly
29171,pay per bucket
29172,never pay
29174,pay per bucket
29175,never pay
29176,never pay
29177,other
29178,
29179,never pay
29180,pay monthly
29181,never pay
29182,never pay
29184,other
29185,pay monthly
29186,pay per bucket
29187,
29188,
29189,never pay
29191,pay monthly
29192,pay monthly
29193,pay monthly
29194,never pay
29195,pay per bucket
29196,never pay
29198,pay per bucket
29199,never pay
29200,pay monthly
29201,
29202,pay when scheme fails
29203,pay per bucket
29205,never pay
29206,other
29207,never pay
29208,never pay
29210,pay annually
29211,pay when scheme fails
29212,pay monthly
29213,never pay
29214,never pay
29215,pay per bucket
29216,never pay
29217,
29218,never pay
29219,
29220,never pay
29222,pay annually
29223,never pay
29224,pay annually
29225,never pay
29226,never pay
29227,pay monthly
29228,pay per bucket
29229,never pay
29230,never pay
29231,never pay
29232,never pay
29233,never pay
29234,pay monthly
29235,never pay
29236,never pay
29237,never pay
29238,never pay
29239,pay per bucket
29240,never pay
29241,never pay
29242,
29243,pay when scheme fails
29244,never pay
29245,never pay
29246,never pay
29248,never pay
29249,pay monthly
29250,never pay
29251,never pay
29253,never pay
29254,never pay
29256,pay per bucket
29257,never pay
29258,never pay
29259,
29260,
29261,never pay
29262,never pay
29263,pay per bucket
29264,never pay
29265,never pay
29266,pay per bucket
29267,pay per bucket
29268,
29269,never pay
29270,pay monthly
29271,never pay
29272,never pay
29274,pay per bucket
29275,never pay
29276,pay monthly
29277,never pay
29278,
29279,never pay
29280,never pay
29281,never pay
29282,pay when scheme fails
29283,never pay
29284,never pay
29285,never pay
29286,never pay
29287,never pay
29288,pay when scheme fails
29289,pay annually
29290,
29291,never pay
29292,pay per bucket
29293,pay monthly
29294,pay per bucket
29295,never pay
29296,never pay
29297,never pay
29299,never pay
29300,
29301,pay monthly
29302,pay monthly
29303,pay per bucket
29304,other
29305,never pay
29306,pay annually
29308,pay per bucket
29309,pay monthly
29310,
29311,pay per bucket
29312,never pay
29313,pay when scheme fails
29315,never pay
29316,pay per bucket
29318,never pay
29320,pay per bucket
29321,pay per bucket
29322,pay per bucket
29323,pay monthly
29325,never pay
29326,never pay
29327,
29328,pay per bucket
29329,other
29330,never pay
29331,never pay
29332,
