inspection_id,date_recorded,ws_id,status_group
31473,2011-03-10,29766,non functional
5392,2012-10-18,29767,non functional
61668,2013-02-14,29768,functional
17331,2011-04-12,29769,non functional
50071,2013-02-06,29770,non functional
9233,2013-02-16,29771,functional
47060,2011-03-13,29773,functional
40720,2013-03-02,29774,non functional
9852,2011-02-19,29775,non functional
6523,2012-10-28,29776,non functional
1964,2011-03-21,29777,non functional
30203,2011-02-25,29778,non functional
49324,2013-01-25,29779,non functional
35704,2011-08-03,29780,functional needs repair
52892,2013-03-15,29781,functional needs repair
62068,2011-03-01,29782,functional
4760,2013-02-17,29783,non functional
73241,2013-02-24,29784,non functional
3608,2013-01-21,29785,functional
8040,2011-03-11,29786,non functional
66218,2011-03-09,29789,non functional
53479,2012-10-27,29790,non functional
4168,2013-03-09,29791,functional
41992,2012-10-19,29793,functional
59601,2013-02-26,29794,non functional
37349,2011-09-03,29795,non functional
10066,2013-02-02,29796,functional needs repair
30350,2012-10-19,29797,functional
7212,2013-02-09,29798,non functional
60122,2013-01-23,29799,functional
50403,2011-03-18,29801,functional
73039,2011-03-21,29802,non functional
37442,2011-08-08,29803,functional
23198,2011-03-06,29804,functional
27239,2011-07-14,29805,functional
33428,2012-10-28,29806,functional
28434,2013-02-01,29807,non functional
5858,2011-04-15,29808,non functional
28447,2013-02-13,29809,functional
55383,2011-03-04,29810,non functional
45175,2012-10-21,29811,functional
15164,2011-03-06,29812,functional
30032,2011-04-17,29813,functional
31232,2011-07-24,29814,functional
38719,2011-04-10,29815,functional
31219,2011-02-28,29816,non functional
37046,2012-11-30,29817,functional
74219,2013-02-03,29818,functional needs repair
3379,2013-02-14,29819,non functional
15635,2011-03-18,29820,non functional
46987,2013-01-29,29821,non functional
58860,2011-07-18,29822,functional
40924,2013-03-07,29823,functional needs repair
73498,2011-07-31,29824,functional
15958,2011-03-27,29825,functional
35,2013-02-01,29826,non functional
18629,2013-01-25,29827,functional
59066,2011-03-18,29828,functional
60240,2013-01-16,29829,functional
6433,2011-03-17,29830,functional
29135,2011-08-05,29831,non functional
7172,2011-07-27,29832,non functional
62848,2013-02-28,29833,non functional
27931,2013-02-17,29834,functional
51007,2013-03-26,29835,non functional
48130,2011-08-12,29836,non functional
56378,2013-02-27,29837,functional
12297,2011-07-25,29838,non functional
18397,2011-03-01,29839,non functional
70519,2011-03-28,29840,functional
57774,2011-07-30,29841,functional needs repair
11605,2012-10-24,29842,non functional
62235,2011-03-26,29843,functional
59758,2011-07-14,29844,non functional
52563,2011-07-18,29845,non functional
6372,2011-02-20,29846,non functional
20253,2011-07-23,29847,non functional
54715,2013-03-24,29848,functional
65845,2011-04-17,29849,functional
55327,2013-02-24,29850,functional
8445,2013-02-26,29851,functional
48028,2013-02-07,29853,non functional
61714,2013-08-03,29854,functional needs repair
25670,2011-11-03,29855,functional
72472,2013-01-20,29856,non functional
56596,2012-10-16,29858,non functional
41892,2012-10-14,29859,non functional
69760,2011-03-06,29860,functional
8209,2011-02-23,29861,functional
32443,2011-03-16,29862,functional
40178,2013-02-18,29863,functional
18898,2013-03-20,29864,functional
41197,2011-03-18,29865,functional
50936,2011-07-30,29866,functional needs repair
72123,2011-03-08,29867,non functional
72314,2011-04-17,29869,non functional
58634,2013-02-13,29870,non functional
30333,2011-04-17,29871,functional
60190,2011-03-17,13570,functional
43872,2011-03-23,29873,functional
17815,2011-07-07,29874,functional
19914,2011-04-02,29875,functional
21678,2013-03-20,29876,functional
2243,2013-01-17,29877,functional
2048,2013-09-03,29878,functional
25272,2013-02-22,29879,non functional
37275,2013-03-14,29880,functional
10219,2013-02-15,29881,non functional
35894,2013-03-30,29883,non functional
55917,2013-02-04,29884,functional
47311,2011-07-27,29885,functional
5650,2011-03-12,29886,non functional
35411,2013-01-21,29887,functional
13745,2011-02-26,29888,non functional
73128,2012-10-25,29889,non functional
73641,2013-01-23,29890,functional
52501,2013-09-02,29891,non functional
6,2012-10-20,29892,non functional
15012,2011-04-07,29893,functional
9186,2013-01-24,29894,non functional
37843,2013-02-12,29895,functional
10087,2013-02-16,29896,non functional
58515,2013-02-21,29897,functional
58632,2013-01-23,29898,functional
38058,2011-02-27,29899,non functional
45808,2013-03-14,29900,functional
3734,2012-10-15,29901,functional
5954,2011-08-03,29902,non functional
2120,2013-02-22,29903,non functional
20656,2012-10-09,29904,non functional
9941,2013-10-03,29905,functional
48136,2013-03-20,29906,functional
25667,2013-03-18,29907,non functional
67923,2013-07-03,29908,non functional
65004,2013-01-24,29909,non functional
39729,2013-03-15,29910,functional
58129,2013-02-13,29911,functional
71011,2013-02-11,29912,non functional
55506,2013-01-18,29914,functional
17313,2013-03-13,29915,functional
5354,2012-10-09,29916,non functional
44840,2013-03-18,29917,non functional
69282,2013-02-14,29918,functional
27810,2011-08-12,29919,non functional
54565,2013-02-12,29920,functional
36412,2011-03-18,29921,functional
41634,2013-01-28,29922,functional
10069,2011-08-09,29923,non functional
24144,2013-03-04,29924,non functional
72527,2011-03-27,29926,functional
16874,2013-11-03,29927,functional
16507,2013-01-23,29928,functional
14723,2013-07-03,29930,functional
34829,2011-04-14,29931,functional
4230,2013-01-25,29932,functional needs repair
25663,2013-02-15,29933,non functional
28659,2011-04-11,29934,functional
72261,2013-02-28,29935,non functional
65318,2013-02-20,29936,functional
38000,2011-03-27,29937,functional needs repair
42426,2011-07-19,29938,functional
53680,2013-01-26,29939,non functional
55073,2011-03-04,29940,functional
15060,2013-03-21,29941,non functional
14962,2013-02-02,29942,non functional
57503,2011-04-14,29943,functional needs repair
30827,2013-10-02,29944,non functional
14934,2013-02-23,29945,functional
44282,2013-01-16,29946,functional
32695,2011-07-07,29947,functional
1031,2013-02-16,29949,functional
72039,2013-02-18,29951,non functional
55260,2013-05-03,29952,non functional
28619,2011-07-17,29953,functional
48537,2013-02-18,29954,non functional
55881,2013-01-30,29955,functional
34259,2011-04-03,29956,functional
7393,2012-10-08,29957,non functional
47000,2011-03-18,29958,functional
11396,2013-01-26,29959,functional
71128,2013-01-20,29960,non functional
35446,2012-10-05,29961,functional
55106,2011-04-04,29963,non functional
14174,2013-01-10,29964,functional needs repair
46157,2011-03-02,29965,functional
24119,2011-07-23,29966,non functional
59683,2012-10-10,29967,functional
42332,2012-10-13,29968,functional
7327,2013-02-25,29970,functional
14830,2013-03-19,29971,functional
43336,2011-03-14,29973,non functional
7572,2012-10-15,29974,non functional
14025,2013-03-07,29975,functional
72350,2011-03-16,29976,non functional
35243,2011-04-08,29977,functional
3198,2013-01-29,29978,functional
66159,2012-10-16,29979,functional
35058,2011-03-19,29981,functional
62664,2011-07-30,29982,non functional
48729,2013-03-27,29983,functional
73505,2011-08-12,29984,functional
8273,2013-01-27,29985,functional
30205,2013-01-23,29986,functional needs repair
48411,2012-10-17,29987,functional
22923,2011-08-05,29988,functional
28036,2011-04-17,29989,non functional
51081,2012-10-08,29990,functional
45548,2013-03-14,29991,functional
6005,2011-03-18,29993,functional needs repair
5918,2013-03-23,29995,functional needs repair
1652,2011-04-06,29996,functional needs repair
47773,2011-09-04,29997,functional
8360,2011-05-04,29998,functional
38087,2013-01-24,29999,functional
39565,2011-03-04,30001,non functional
57747,2013-09-03,30002,functional
55807,2011-03-08,30003,functional
8618,2013-03-26,30004,non functional
51106,2012-10-29,30005,functional
50224,2013-01-16,30006,functional needs repair
57151,2013-12-03,30007,functional
33547,2011-03-04,30008,functional needs repair
30218,2013-02-18,30009,non functional
26889,2013-01-31,30010,functional
72229,2011-07-31,30011,functional
45900,2011-03-09,30012,functional
8329,2013-02-06,30013,non functional
64921,2011-07-17,30014,non functional
29234,2013-03-21,30015,functional
56659,2013-03-16,30016,non functional
36418,2013-02-13,30017,non functional
35275,2011-03-07,30018,functional
8340,2011-02-26,30019,functional
64806,2011-03-05,30020,non functional
16383,2011-08-01,30021,functional
34070,2013-03-04,30022,non functional
27109,2013-01-31,30023,functional
70756,2013-03-11,30024,non functional
43569,2011-03-04,30025,functional needs repair
61891,2013-02-02,30026,functional
57071,2013-02-22,30027,functional needs repair
68881,2013-02-03,30028,functional
65691,2011-04-06,30029,functional needs repair
23108,2013-03-04,30030,functional
26111,2013-02-05,30031,non functional
30764,2012-11-09,30032,functional
71402,2012-10-17,30033,functional
53117,2011-04-18,30034,non functional
54827,2013-01-31,30035,non functional
15330,2013-02-15,30036,functional
9178,2011-07-20,30038,functional
35473,2013-01-30,30039,non functional
60035,2011-03-29,30040,functional
10148,2013-01-17,30041,functional
34667,2013-01-24,30042,functional
34832,2011-08-06,30043,functional
54655,2013-02-05,30045,functional
52325,2011-08-03,30046,functional needs repair
19284,2011-03-24,30047,non functional
53982,2013-10-02,30048,functional
25939,2011-04-15,30049,non functional
47560,2013-01-24,30050,non functional
9191,2011-03-22,30052,non functional
41423,2011-03-10,30053,functional
58381,2011-08-12,30054,functional
34804,2011-03-19,30055,non functional
34395,2013-02-21,30056,non functional
52928,2013-02-05,30057,non functional
13375,2013-02-01,30058,non functional
16,2013-02-03,30059,non functional
61455,2013-02-08,30060,non functional
59308,2013-01-24,30061,non functional
20804,2011-02-21,30062,functional needs repair
62167,2011-08-07,30063,functional
54528,2013-02-28,30064,non functional
8178,2011-03-30,30065,functional
48349,2011-07-14,30066,non functional
6881,2013-01-17,30067,functional
16055,2011-04-04,30068,non functional
50693,2013-01-22,30069,functional
52445,2011-03-18,30070,non functional
20341,2012-10-04,30071,functional
28682,2013-02-24,30072,functional
51031,2012-10-09,30073,functional
57143,2011-02-26,30074,functional
37987,2013-02-01,30075,functional needs repair
8526,2011-02-03,30076,functional
13854,2011-07-15,30077,functional
66598,2013-03-19,30078,non functional
22295,2011-03-19,30079,non functional
28903,2011-03-22,30080,non functional
1229,2013-03-15,30081,functional
49623,2013-02-16,30082,functional needs repair
65775,2011-03-29,30083,functional
69508,2012-10-27,30084,functional
1446,2011-03-20,30085,functional
18002,2011-03-22,30087,non functional
33793,2011-07-07,30089,functional
5688,2012-10-24,30090,functional
30836,2011-04-14,30091,functional
22782,2013-03-18,30092,functional
48791,2011-07-20,30093,functional
19046,2013-01-08,30094,functional needs repair
24564,2013-07-03,30095,functional
41389,2012-10-23,30096,non functional
37835,2011-04-18,30098,functional
66361,2013-03-14,30099,functional
56655,2011-08-03,30100,functional
49619,2013-02-17,30102,functional
1805,2011-07-29,30104,non functional
68962,2013-01-29,30105,functional needs repair
41428,2013-02-03,30106,non functional
4226,2011-08-05,30108,functional
46135,2011-02-23,30109,functional
18980,2011-03-14,30110,non functional
31047,2013-01-28,30112,functional
7653,2013-02-15,30114,non functional
34728,2011-02-20,30115,non functional
15458,2013-03-03,30116,functional
52349,2011-07-06,30117,non functional
16972,2011-04-02,30118,functional
28462,2011-03-10,30119,non functional
18384,2013-03-27,30120,non functional
20771,2011-03-19,30121,functional
22052,2013-02-01,30122,functional
55827,2011-03-19,30123,functional
71062,2011-08-05,30124,functional
74130,2011-07-18,30125,non functional
24208,2011-07-15,30126,non functional
68868,2011-03-14,30127,functional
71490,2012-11-15,30128,functional
13422,2013-02-03,30129,non functional
25163,2011-03-19,30130,functional
42268,2013-01-31,30131,functional
49372,2011-07-25,30132,functional needs repair
21032,2013-02-10,30133,functional
31419,2011-04-17,30136,functional
7759,2013-02-16,30137,functional
34914,2013-03-07,30138,functional
52332,2011-07-23,30139,non functional
34269,2012-10-11,30140,functional
9639,2012-11-03,30141,functional
9311,2012-10-27,30142,functional
69391,2013-01-25,30143,non functional
56175,2013-01-29,30146,non functional
18414,2013-03-18,30147,functional
5164,2011-04-17,30148,functional needs repair
66318,2011-07-14,30149,non functional
42123,2013-02-05,30150,functional
26122,2013-06-03,30151,functional
35249,2013-02-04,30152,non functional
34271,2011-03-20,30153,functional
51167,2012-10-14,30154,non functional
45407,2011-04-17,30155,functional
63980,2013-03-22,30156,non functional
74060,2011-03-12,30157,functional
26390,2012-10-22,30158,functional
7355,2012-11-06,30159,non functional
25455,2013-02-13,30161,non functional
43947,2013-01-16,30162,functional
70694,2013-06-03,30163,functional
27193,2013-02-01,30164,non functional
45929,2013-02-21,30165,functional
63698,2011-03-03,30166,functional
44953,2013-03-08,30167,functional
27897,2011-08-05,30168,functional needs repair
26849,2011-03-17,30169,functional
60058,2011-07-16,30170,functional
67262,2011-08-02,30171,functional
69407,2011-08-08,30172,functional
11708,2012-10-27,30173,non functional
5780,2011-02-22,30174,non functional
42278,2011-08-03,30175,functional
10067,2013-01-15,30176,functional needs repair
37833,2013-03-05,30177,functional
71969,2011-07-22,30178,functional
28291,2012-10-23,30179,non functional
66755,2011-02-28,30180,non functional
66860,2011-07-29,30181,functional
17032,2011-07-30,30182,non functional
11965,2011-07-15,30183,non functional
73870,2013-01-28,30184,functional
56803,2011-02-26,30185,non functional
16150,2012-10-07,30186,non functional
3912,2013-01-25,30187,non functional
26667,2011-04-12,30188,non functional
45077,2013-03-27,30189,functional
12852,2011-04-08,30190,non functional
21299,2013-03-16,30191,non functional
32924,2011-04-01,30192,non functional
66974,2013-01-22,30193,functional
20857,2011-04-18,30194,functional
41209,2011-03-17,30195,functional
43282,2011-03-22,30196,non functional
8597,2011-08-13,30197,functional
36375,2013-02-11,30198,functional
24392,2011-07-19,30199,non functional
47061,2013-03-24,30200,non functional
54640,2011-07-31,30201,functional
61720,2011-04-09,30202,non functional
68423,2012-10-24,30203,functional
29345,2013-01-13,30204,non functional
33686,2013-02-11,30205,functional needs repair
9598,2013-02-10,30206,functional
66348,2013-03-24,30207,non functional
42618,2011-03-15,30208,functional needs repair
34334,2011-07-29,30209,non functional
2903,2011-02-25,30210,functional
41268,2011-08-17,30211,non functional
10832,2011-07-27,30212,non functional
28443,2013-02-20,30213,functional
43167,2013-01-28,30214,non functional
44857,2011-03-04,30215,non functional
73320,2012-10-11,30216,non functional
39135,2011-03-07,30217,functional
3175,2011-04-20,30218,functional
50645,2013-02-26,30219,functional
14695,2013-03-08,30220,non functional
73160,2013-01-11,30221,functional
15976,2011-03-17,30222,functional needs repair
15836,2013-03-22,30223,non functional
41181,2011-07-07,30224,functional
51546,2013-03-22,30226,functional
25956,2011-07-30,30227,functional
5038,2012-10-23,30228,non functional
4107,2011-03-30,30229,non functional
57765,2012-10-29,30230,functional
63349,2012-10-20,30231,functional
25041,2013-01-13,30232,non functional
40284,2013-03-27,30233,non functional
43991,2012-11-12,30234,functional
20729,2011-04-11,30235,non functional
21241,2011-07-26,30236,non functional
39687,2011-08-11,30237,functional
48231,2011-04-05,30238,functional
23713,2012-10-26,30239,functional needs repair
31678,2012-11-08,30240,functional
51508,2013-02-25,30241,functional
17735,2013-02-25,30242,functional
25188,2013-02-13,30243,non functional
2392,2013-03-13,30244,functional
71111,2013-03-26,30245,non functional
62646,2011-02-26,30246,functional
23385,2011-03-27,30247,functional
68195,2011-04-11,30248,functional
45898,2013-01-23,30251,functional
7108,2011-03-05,30252,non functional
73078,2012-10-13,30254,non functional
7898,2011-03-24,30255,non functional
4570,2013-02-26,30256,functional
62582,2011-07-27,30257,non functional
60580,2011-07-15,30258,functional
18528,2011-07-27,30259,functional
27488,2013-01-19,30260,non functional
22814,2013-02-05,30261,functional needs repair
24431,2011-03-15,30262,functional
44808,2013-03-26,30263,functional needs repair
42786,2013-02-12,30264,functional needs repair
71869,2013-01-21,30265,functional
2694,2013-02-17,30266,non functional
66685,2012-10-27,30267,non functional
56048,2013-02-08,30268,functional
19733,2013-02-04,30269,functional
19395,2011-03-17,30270,functional needs repair
35936,2013-01-29,30272,non functional
61951,2011-08-23,30273,functional needs repair
35650,2011-03-23,30274,functional
33969,2011-02-23,30275,non functional
33650,2011-07-16,30276,functional
64293,2011-03-14,30277,functional
26721,2013-02-05,30278,non functional
31836,2011-08-03,30279,functional
61373,2011-08-02,30280,non functional
40540,2011-03-13,30281,functional
62797,2013-03-05,30282,non functional
67354,2011-03-17,30283,functional
71376,2013-05-04,30284,functional needs repair
67332,2013-02-12,30285,non functional
47019,2012-10-03,30286,functional
35236,2011-04-04,30287,functional needs repair
57947,2013-03-02,30288,non functional
48226,2013-02-26,30289,non functional
18758,2013-02-06,30290,functional
67944,2013-03-07,30291,non functional
22825,2013-02-15,30293,non functional
22115,2011-04-01,30294,non functional
28710,2012-10-11,30295,functional
20434,2011-07-13,30296,non functional
28569,2012-10-21,30297,functional
22992,2012-10-31,30298,functional
20176,2013-01-23,30299,functional
25860,2011-07-31,30300,functional
19564,2013-02-22,30301,non functional
62394,2011-07-19,30302,non functional
60420,2013-03-16,30303,functional
29641,2011-07-21,30304,functional
30096,2011-04-15,30305,functional
21358,2013-03-04,30306,functional needs repair
21657,2011-03-05,30307,non functional
21771,2013-02-14,30308,functional
3581,2011-02-22,30310,functional
15457,2012-10-16,30311,non functional
7831,2013-03-15,30312,non functional
28377,2013-03-04,30313,functional
30676,2012-10-26,30314,functional
21341,2011-03-17,30315,functional
4555,2013-04-03,30316,functional
25075,2011-07-20,30317,functional
15411,2013-09-03,30318,functional
6176,2004-12-01,30319,functional
56349,2012-10-18,30320,non functional
2792,2013-01-25,30321,non functional
53299,2013-06-03,30322,functional needs repair
7623,2011-07-25,30323,functional
28562,2011-07-18,30324,non functional
28271,2011-02-21,30325,non functional
40451,2011-03-07,30326,functional
23270,2011-07-27,30327,non functional
15433,2011-03-07,30328,functional
11842,2013-01-28,30329,non functional
31937,2011-04-18,30330,functional
37139,2011-07-31,30331,non functional
45734,2012-10-07,30332,functional
41461,2013-03-01,30335,non functional
51995,2011-03-29,30336,non functional
2267,2012-11-15,30337,functional
71757,2011-02-28,30338,functional
61534,2013-01-19,30339,functional
31399,2013-01-30,30340,non functional
23002,2012-10-08,30341,functional
69635,2013-01-29,30342,functional needs repair
13166,2011-03-03,30343,non functional
38082,2013-02-19,30344,functional
67795,2013-02-16,30345,functional
47165,2013-02-03,30346,non functional
61518,2013-10-03,30347,non functional
32500,2012-10-29,30348,non functional
12277,2011-04-04,30349,non functional
4019,2013-03-02,30351,functional needs repair
66475,2011-03-10,30352,functional
22730,2011-07-11,30353,non functional
38787,2012-10-26,30354,functional
57687,2011-03-10,30355,non functional
3865,2011-03-06,30356,non functional
60907,2013-03-15,30358,non functional
7771,2011-03-29,30359,non functional
38757,2011-03-04,30360,functional
27051,2011-08-04,30361,functional
14560,2011-03-23,30362,non functional
59278,2013-01-27,30363,non functional
34747,2011-08-04,30364,non functional
38855,2012-10-21,30365,non functional
46230,2011-04-09,30366,functional
49753,2011-07-18,30367,functional
28118,2013-02-15,30368,functional
48182,2011-03-24,30369,functional
29801,2013-02-23,30370,non functional
66060,2011-03-23,30371,functional
53145,2013-02-25,30372,functional
40263,2011-03-26,30373,functional
48012,2011-04-15,30374,functional
64215,2011-03-27,30375,functional
15539,2013-03-08,30376,functional
39831,2013-02-06,30378,functional
43874,2013-04-04,30379,non functional
8901,2011-03-26,30380,functional
65197,2011-02-27,30382,non functional
29241,2013-02-01,30383,non functional
8046,2011-03-24,30384,functional
48205,2013-03-09,30385,non functional
30250,2013-02-02,30386,functional
7249,2011-08-04,30387,functional needs repair
35659,2013-03-02,30388,functional needs repair
68851,2013-03-19,30389,non functional
39507,2011-03-30,30391,functional
55284,2013-02-26,30392,functional
62434,2011-08-05,30394,functional
45553,2013-03-17,30395,functional
72891,2011-03-30,30396,non functional
69996,2013-12-03,30397,non functional
7775,2011-03-12,30398,functional
14906,2011-08-22,30399,non functional
19802,2013-03-26,30400,functional needs repair
51801,2011-04-16,30401,non functional
11137,2011-03-24,30402,functional
30717,2013-02-11,30403,functional
53740,2013-03-17,30404,functional needs repair
59238,2013-01-14,30405,non functional
9168,2013-02-21,30406,functional
74047,2013-01-23,30407,non functional
25214,2011-04-03,30408,functional
68190,2011-07-17,30409,non functional
5413,2011-03-21,30410,functional
16945,2011-07-11,30412,functional
53907,2012-11-15,30413,non functional
72874,2011-03-27,30414,functional
7778,2011-08-02,30415,functional
61787,2011-03-13,30416,functional
6815,2011-02-25,30418,functional
35830,2011-03-20,30419,functional
28866,2013-01-29,30420,non functional
69010,2011-03-10,30421,functional
64216,2012-10-12,30422,non functional
43595,2013-09-03,30423,functional
23820,2011-12-03,30426,functional
55890,2013-02-13,30427,functional
3927,2011-07-26,30428,functional
16020,2013-02-14,30430,functional needs repair
69199,2011-08-23,30431,non functional
67462,2011-04-03,30432,functional
10164,2013-02-19,30433,functional
70426,2013-02-15,30434,functional
67375,2013-01-28,30435,functional
67549,2011-07-22,30436,non functional
40858,2013-03-18,30437,functional
14285,2011-03-21,30438,functional
44550,2013-02-05,30439,non functional
50110,2011-08-05,30440,functional
691,2011-04-18,30441,non functional
11470,2013-02-27,30442,functional
35748,2011-03-24,30443,non functional
64161,2011-07-28,30445,non functional
35124,2013-02-25,30446,functional
53025,2011-03-24,30448,non functional
29843,2011-03-21,30449,non functional
41504,2013-04-03,30450,non functional
40775,2011-03-03,30451,functional
39959,2012-10-09,30452,non functional
58752,2012-10-11,30453,functional
34328,2011-04-08,30454,functional
61630,2013-02-18,30455,functional
63188,2012-10-24,30456,functional
38477,2011-07-23,30457,non functional
31004,2011-03-11,30458,functional
53355,2011-08-08,30459,functional
33564,2013-02-27,30460,non functional
40665,2013-03-03,30461,functional
65826,2013-09-03,30462,non functional
46864,2011-03-01,30463,non functional
45389,2011-03-21,30464,non functional
54531,2012-10-18,30465,functional
37323,2011-07-27,30466,non functional
60868,2011-03-19,30467,non functional
65853,2013-03-14,30468,non functional
49670,2011-03-16,30470,functional
35314,2011-04-08,30471,functional needs repair
73688,2013-07-03,30472,non functional
23334,2012-10-31,30473,functional
61615,2011-03-29,30474,functional
6279,2012-10-24,30475,non functional
48789,2013-02-17,30476,non functional
30702,2013-03-29,30477,functional
20249,2013-01-18,30479,functional
45737,2013-03-29,30480,functional
44747,2011-07-26,30481,non functional
41503,2013-01-26,30482,non functional
68534,2013-03-22,30483,functional
6555,2011-03-17,30484,functional
37222,2011-04-01,30485,functional
72900,2013-02-21,30486,functional
47133,2011-03-24,30487,non functional
53779,2011-08-03,30488,functional
7470,2013-01-29,30489,non functional
49409,2011-07-15,30490,non functional
25374,2011-03-23,30491,functional
46634,2011-07-20,29596,non functional
38433,2013-01-16,30493,non functional
29685,2013-02-19,30494,non functional
5978,2012-10-14,30495,non functional
451,2012-11-09,30496,functional
67269,2013-02-16,30497,non functional
50642,2011-03-19,30498,non functional
48403,2012-10-05,30499,functional needs repair
53677,2013-02-23,30501,non functional
4900,2011-03-10,30502,functional
43586,2012-10-21,30503,non functional
28540,2011-02-24,30504,functional
66074,2013-01-30,30505,non functional
11152,2011-07-28,30506,non functional
26778,2013-03-17,30507,functional
38999,2013-02-20,30508,functional
41578,2013-01-16,30509,functional
54333,2011-08-31,30510,functional
28862,2013-03-20,30511,non functional
8083,2013-01-19,30512,non functional
17280,2011-03-18,30513,non functional
16823,2011-03-23,30514,non functional
28545,2013-03-14,30515,non functional
73741,2011-07-12,30516,functional
56407,2011-03-26,30517,functional needs repair
63731,2013-02-18,30518,functional
48993,2011-07-28,30519,non functional
53070,2012-10-23,30521,functional
23274,2013-01-16,30522,functional
52947,2011-03-12,30523,non functional
64741,2011-03-18,30524,functional
17027,2012-10-19,30525,functional
9934,2011-07-14,30526,functional
30414,2013-02-21,30528,non functional
48149,2011-03-01,30529,functional
10231,2013-03-04,30531,functional
50187,2011-08-04,30532,non functional
65027,2011-07-20,30533,non functional
50206,2011-07-08,30534,non functional
19745,2013-01-16,30535,functional
51326,2013-04-03,30536,non functional
12169,2011-03-12,30537,functional
19505,2013-02-08,30538,non functional
14661,2013-03-27,30539,non functional
15242,2013-01-03,30540,functional
15543,2013-02-10,30541,non functional
61137,2013-01-24,30542,functional
64332,2011-04-16,30543,functional
26941,2013-02-02,30544,functional
57209,2012-10-09,30545,non functional
35914,2013-02-22,30546,functional
76,2012-10-30,30547,functional
23127,2013-02-05,30548,non functional
20899,2012-10-09,30549,functional needs repair
52918,2011-07-22,30550,non functional
12166,2013-01-30,30551,functional
36677,2013-03-04,30552,non functional
9979,2011-03-03,30553,functional
49301,2013-02-07,30554,non functional
69330,2013-03-21,30555,functional
9503,2013-01-16,30556,functional
31218,2012-10-16,30557,non functional
56571,2011-08-02,30558,functional needs repair
59988,2013-02-06,30559,non functional
46115,2013-02-13,30560,non functional
62196,2013-01-16,30561,functional
66183,2011-03-02,30562,functional needs repair
13579,2011-07-28,30563,non functional
12607,2012-10-20,30564,non functional
30092,2011-04-18,30565,functional
10652,2013-01-18,30566,functional
58341,2011-08-03,30567,functional
1961,2011-08-06,30568,functional
59597,2012-10-10,30569,functional
12104,2013-02-07,30570,non functional
20930,2011-07-14,30571,functional
21468,2011-07-29,30572,functional
66987,2013-02-10,30573,non functional
13670,2013-03-20,30574,functional needs repair
41673,2013-02-12,30575,functional
71304,2012-10-23,30576,non functional
36110,2011-07-31,30577,non functional
10853,2013-02-07,30578,functional
6725,2013-01-23,30580,functional
65161,2012-10-11,30581,non functional
3120,2012-10-24,30582,non functional
1484,2012-10-05,30583,functional
13183,2011-07-17,30585,non functional
6173,2011-03-03,30586,non functional
19883,2013-02-27,30588,non functional
51941,2013-01-23,30589,non functional
68091,2013-03-17,30590,functional needs repair
24639,2013-02-08,30591,non functional
38793,2013-01-30,30592,non functional
34378,2013-02-09,30593,functional
8585,2012-10-21,30594,functional needs repair
71494,2011-04-03,30595,non functional
61835,2012-10-16,30596,functional
23136,2011-07-28,30597,functional
59570,2013-03-24,30598,functional
60656,2011-03-27,30599,functional needs repair
23193,2013-03-15,30600,functional
60382,2011-04-03,30601,functional
46962,2011-03-11,30602,non functional
3750,2011-04-01,30603,functional needs repair
57573,2011-03-21,30604,functional
46461,2013-01-18,30605,functional
36387,2013-03-16,30606,functional
28425,2011-07-29,30610,functional
48484,2013-09-03,30611,functional
33272,2013-11-03,30612,functional
60212,2013-03-19,30613,functional
65193,2013-03-14,30614,non functional
51176,2013-02-05,30615,non functional
5225,2011-03-21,30616,non functional
49382,2013-01-04,30617,functional
26317,2011-08-17,30618,functional
72541,2013-01-31,30619,functional needs repair
35426,2012-10-31,30620,functional
3423,2013-01-20,30621,non functional
58916,2011-07-20,30622,functional
35837,2011-04-08,30623,functional
3418,2013-03-04,30624,non functional
4363,2012-10-28,30626,non functional
11972,2011-07-07,30628,functional
74237,2011-07-30,30629,non functional
32858,2011-04-13,30630,non functional
24606,2013-03-24,30631,functional
13417,2013-02-19,30632,non functional
65767,2011-07-11,30634,non functional
42832,2011-03-03,30635,non functional
61224,2011-04-11,30638,functional
71415,2011-07-20,30639,non functional
42890,2013-01-16,30640,functional
43417,2011-07-29,30641,non functional
2072,2011-03-09,30643,non functional
47804,2011-03-25,30644,functional
7046,2013-01-18,30645,functional
544,2012-10-28,30646,non functional
35592,2013-03-25,30647,functional
69913,2011-08-06,30648,non functional
65934,2012-10-06,30649,functional
60611,2013-03-07,30650,non functional
70559,2011-08-03,30652,non functional
40556,2013-02-01,30654,non functional
27182,2012-12-18,30655,functional
4808,2012-10-09,30656,functional
40504,2011-07-26,30657,functional
29224,2011-03-17,30658,functional
56526,2013-05-04,30659,functional
7125,2013-03-16,30660,non functional
30381,2013-02-01,30661,non functional
59822,2011-04-19,30662,functional
9033,2013-03-29,30663,functional
55830,2013-02-11,30664,functional
57677,2011-03-06,30665,functional
36612,2013-03-22,30666,functional
44019,2013-02-07,30667,functional
29286,2011-12-03,30668,functional
40106,2012-10-25,30669,non functional
17309,2011-07-31,30670,functional
40796,2013-03-12,30671,non functional
72870,2013-03-24,30672,functional needs repair
38221,2011-07-16,30673,non functional
37051,2011-03-24,30674,functional
50364,2013-12-03,30678,functional
58846,2012-11-07,30679,non functional
48100,2013-03-19,30680,functional
56050,2011-07-05,30681,functional
47551,2011-08-03,30682,non functional
62737,2011-03-22,30683,functional
