ws_id,extraction_type_class,quality_group,waterpoint_type_group
34874,gravity,good,communal standpipe
34875,gravity,good,communal standpipe
34876,gravity,good,communal standpipe
34878,gravity,,communal standpipe
34879,gravity,good,communal standpipe
34880,gravity,good,communal standpipe
34881,gravity,good,communal standpipe
34882,handpump,good,hand pump
34883,handpump,good,hand pump
34884,gravity,good,communal standpipe
34885,gravity,good,communal standpipe
34888,handpump,good,hand pump
34889,gravity,good,improved spring
34890,gravity,fluoride,cattle trough
34891,gravity,good,communal standpipe
34892,handpump,colored,hand pump
34893,handpump,good,hand pump
34894,handpump,good,hand pump
34895,gravity,good,communal standpipe
34896,handpump,good,hand pump
34897,gravity,good,communal standpipe
34898,other,good,other
34899,gravity,good,improved spring
34900,other,good,improved spring
34901,gravity,good,communal standpipe
34902,gravity,good,communal standpipe
34903,submersible,good,communal standpipe
34904,gravity,good,communal standpipe
34905,handpump,good,hand pump
34908,handpump,good,hand pump
34909,gravity,good,communal standpipe
34910,other,good,other
34911,gravity,good,communal standpipe
34912,gravity,good,communal standpipe
34913,gravity,good,communal standpipe
34914,other,good,other
34915,submersible,good,communal standpipe
34916,motorpump,good,communal standpipe
34917,other,good,other
34918,gravity,good,communal standpipe
34919,handpump,good,hand pump
34920,submersible,good,communal standpipe
34922,gravity,good,communal standpipe
34923,handpump,good,hand pump
34924,gravity,good,communal standpipe
34925,submersible,good,other
34926,gravity,good,communal standpipe
34927,handpump,good,hand pump
34928,rope pump,salty,hand pump
34929,gravity,good,communal standpipe
34930,handpump,good,hand pump
34931,gravity,good,communal standpipe
34932,handpump,good,hand pump
34933,gravity,good,communal standpipe
34934,gravity,fluoride,cattle trough
34935,submersible,good,communal standpipe
34936,gravity,good,communal standpipe
34937,handpump,good,hand pump
34938,handpump,good,hand pump
34939,gravity,good,other
34941,other,good,other
34942,other,good,other
34943,gravity,good,communal standpipe
34944,handpump,good,hand pump
34947,handpump,good,hand pump
34948,handpump,good,hand pump
34949,gravity,good,communal standpipe
34950,gravity,good,communal standpipe
34951,other,,other
34952,motorpump,salty,communal standpipe
34953,gravity,good,other
34954,submersible,good,communal standpipe
34956,gravity,good,communal standpipe
34957,handpump,good,hand pump
34958,gravity,salty,communal standpipe
34959,gravity,good,communal standpipe
34962,gravity,good,communal standpipe
34963,gravity,good,communal standpipe
34966,gravity,good,communal standpipe
34967,gravity,good,communal standpipe
34968,handpump,salty,hand pump
34969,gravity,good,communal standpipe
34970,gravity,good,communal standpipe
34972,gravity,good,communal standpipe
34973,gravity,good,communal standpipe
34974,gravity,good,communal standpipe
34975,gravity,good,communal standpipe
34976,gravity,good,communal standpipe
34977,submersible,good,communal standpipe
34978,handpump,salty,hand pump
34979,gravity,good,communal standpipe
34980,gravity,good,communal standpipe
34981,gravity,good,communal standpipe
34982,gravity,good,communal standpipe
34983,submersible,good,communal standpipe
34984,gravity,good,other
34986,gravity,good,communal standpipe
34987,gravity,good,communal standpipe
34988,gravity,good,communal standpipe
34989,gravity,fluoride,communal standpipe
34990,gravity,good,communal standpipe
34991,gravity,good,communal standpipe
34992,handpump,good,hand pump
34993,gravity,good,communal standpipe
34994,gravity,good,communal standpipe
34995,handpump,good,hand pump
34997,gravity,good,communal standpipe
34998,gravity,good,communal standpipe
34999,gravity,good,communal standpipe
35000,gravity,good,communal standpipe
35001,rope pump,salty,hand pump
35002,gravity,good,communal standpipe
35003,gravity,good,communal standpipe
35004,handpump,good,hand pump
35005,submersible,good,communal standpipe
35006,handpump,good,hand pump
35007,gravity,good,communal standpipe
35008,other,milky,other
35009,submersible,good,communal standpipe
35010,gravity,good,communal standpipe
35011,handpump,good,hand pump
35012,gravity,good,communal standpipe
35013,handpump,salty,hand pump
35014,gravity,good,communal standpipe
35015,gravity,good,communal standpipe
35016,handpump,good,hand pump
35017,submersible,good,communal standpipe
35018,gravity,good,other
35019,handpump,good,hand pump
35020,handpump,good,hand pump
35021,gravity,good,communal standpipe
35022,handpump,good,hand pump
35023,submersible,good,communal standpipe
35024,handpump,good,hand pump
35025,submersible,good,communal standpipe
35026,motorpump,salty,other
35027,gravity,good,communal standpipe
35028,gravity,good,communal standpipe
35029,gravity,good,communal standpipe
35030,handpump,good,hand pump
35031,gravity,good,communal standpipe
35032,handpump,good,hand pump
35033,motorpump,good,communal standpipe
35034,handpump,good,hand pump
35035,handpump,good,hand pump
35036,gravity,good,communal standpipe
35037,gravity,good,hand pump
35038,gravity,good,communal standpipe
35039,gravity,good,communal standpipe
35040,gravity,good,communal standpipe
35041,gravity,good,communal standpipe
35042,gravity,good,communal standpipe
35043,other,good,other
35044,gravity,good,communal standpipe
35046,handpump,salty,hand pump
35047,gravity,good,communal standpipe
35049,handpump,good,hand pump
35050,gravity,good,communal standpipe
35051,gravity,good,communal standpipe
35052,gravity,good,communal standpipe
35053,gravity,good,communal standpipe
35054,handpump,salty,hand pump
35055,handpump,salty,hand pump
35056,gravity,good,communal standpipe
35057,gravity,good,communal standpipe
35058,other,good,communal standpipe
35059,other,good,other
35060,motorpump,good,communal standpipe
35062,gravity,good,communal standpipe
35063,handpump,good,hand pump
35064,gravity,good,communal standpipe
35065,gravity,good,communal standpipe
35066,handpump,,hand pump
35068,other,good,other
35069,other,good,other
35070,gravity,good,communal standpipe
35071,motorpump,,communal standpipe
35072,other,good,other
35074,gravity,,communal standpipe
35075,handpump,good,hand pump
35076,handpump,good,hand pump
35077,gravity,good,communal standpipe
35078,gravity,good,other
35079,gravity,good,communal standpipe
35080,submersible,good,communal standpipe
35081,gravity,good,communal standpipe
35082,gravity,good,communal standpipe
35083,gravity,good,cattle trough
35084,gravity,good,communal standpipe
35085,gravity,good,communal standpipe
35086,gravity,good,communal standpipe
35087,handpump,fluoride,hand pump
35088,gravity,good,communal standpipe
35089,handpump,good,hand pump
35090,handpump,good,hand pump
35091,handpump,good,hand pump
35092,gravity,good,communal standpipe
35093,handpump,good,hand pump
35094,handpump,good,hand pump
35095,handpump,milky,hand pump
35096,submersible,good,communal standpipe
35097,other,good,other
35098,gravity,good,communal standpipe
35099,submersible,salty,communal standpipe
35100,gravity,good,communal standpipe
35101,submersible,good,communal standpipe
35103,handpump,good,hand pump
35104,gravity,good,communal standpipe
35105,gravity,good,communal standpipe
35106,submersible,good,communal standpipe
35107,submersible,good,communal standpipe
35108,gravity,good,communal standpipe
35109,gravity,good,communal standpipe
35110,motorpump,good,communal standpipe
35111,gravity,good,communal standpipe
35112,other,salty,other
35113,gravity,good,communal standpipe
35114,gravity,good,communal standpipe
35115,gravity,good,communal standpipe
35116,submersible,,communal standpipe
35117,handpump,salty,hand pump
35120,wind-powered,good,communal standpipe
35122,submersible,good,communal standpipe
35123,gravity,good,communal standpipe
35124,gravity,good,communal standpipe
35125,gravity,good,communal standpipe
35126,handpump,milky,hand pump
35127,gravity,good,communal standpipe
35128,other,milky,other
35129,handpump,good,hand pump
35131,handpump,good,hand pump
35132,gravity,good,communal standpipe
35133,other,salty,other
35134,gravity,good,other
35135,submersible,good,communal standpipe
35136,gravity,good,communal standpipe
35137,gravity,good,communal standpipe
35138,submersible,salty,cattle trough
35139,other,good,other
35140,gravity,good,communal standpipe
35142,submersible,good,communal standpipe
35143,gravity,good,communal standpipe
35144,other,good,improved spring
35145,gravity,good,other
35146,gravity,good,communal standpipe
35148,gravity,good,communal standpipe
35149,gravity,good,communal standpipe
35151,submersible,good,communal standpipe
35152,gravity,good,communal standpipe
35153,motorpump,good,communal standpipe
35154,other,colored,improved spring
35155,gravity,good,communal standpipe
35156,gravity,good,communal standpipe
35157,other,good,other
35158,gravity,good,communal standpipe
35159,handpump,good,hand pump
35161,handpump,good,hand pump
35162,gravity,good,communal standpipe
35163,submersible,good,communal standpipe
35164,submersible,good,communal standpipe
35165,gravity,good,communal standpipe
35166,gravity,good,communal standpipe
35167,motorpump,good,communal standpipe
35168,handpump,good,hand pump
35169,motorpump,good,communal standpipe
35170,gravity,good,communal standpipe
35171,other,salty,other
35172,handpump,good,hand pump
35173,motorpump,,communal standpipe
35174,handpump,salty,hand pump
35175,gravity,good,other
35176,gravity,good,communal standpipe
35177,gravity,good,communal standpipe
35179,submersible,good,communal standpipe
35180,gravity,good,communal standpipe
35181,submersible,good,communal standpipe
35182,handpump,good,hand pump
35183,other,good,other
35185,submersible,good,communal standpipe
35186,handpump,good,hand pump
35187,gravity,good,communal standpipe
35188,gravity,good,communal standpipe
35189,handpump,good,hand pump
35190,handpump,good,hand pump
35191,gravity,good,communal standpipe
35193,rope pump,good,hand pump
35195,gravity,fluoride,cattle trough
35196,handpump,good,hand pump
35197,other,good,other
35198,gravity,good,communal standpipe
35199,handpump,good,hand pump
35200,handpump,good,hand pump
35201,other,milky,other
35202,submersible,good,communal standpipe
35203,submersible,good,communal standpipe
35204,gravity,good,communal standpipe
35205,motorpump,good,communal standpipe
35207,handpump,good,hand pump
35208,handpump,good,hand pump
35209,other,good,other
35211,handpump,good,hand pump
35212,handpump,good,hand pump
35213,other,good,hand pump
35214,gravity,good,communal standpipe
35215,handpump,good,hand pump
35216,gravity,good,communal standpipe
35217,handpump,,hand pump
35219,other,good,hand pump
35220,gravity,good,communal standpipe
35221,gravity,good,communal standpipe
35222,handpump,good,hand pump
35223,other,good,other
35224,motorpump,salty,communal standpipe
35225,gravity,good,communal standpipe
35226,handpump,good,hand pump
35227,gravity,good,communal standpipe
35228,gravity,good,improved spring
35229,motorpump,good,communal standpipe
35230,handpump,good,hand pump
35231,handpump,salty,hand pump
35232,other,good,improved spring
35233,submersible,good,communal standpipe
35234,motorpump,good,communal standpipe
35235,gravity,good,other
35236,gravity,good,communal standpipe
35237,gravity,good,communal standpipe
35238,gravity,good,communal standpipe
35239,gravity,good,communal standpipe
35241,gravity,colored,communal standpipe
35242,gravity,good,communal standpipe
35243,gravity,good,communal standpipe
35244,handpump,salty,hand pump
35245,gravity,colored,communal standpipe
35246,gravity,good,communal standpipe
35247,handpump,good,hand pump
35248,motorpump,good,communal standpipe
35249,gravity,good,communal standpipe
35250,handpump,good,hand pump
35252,gravity,good,communal standpipe
35253,gravity,good,communal standpipe
35255,handpump,good,hand pump
35256,handpump,good,hand pump
35257,gravity,good,communal standpipe
35258,gravity,good,communal standpipe
35259,gravity,colored,communal standpipe
35261,handpump,good,hand pump
35262,gravity,good,communal standpipe
35263,handpump,good,hand pump
35264,handpump,good,hand pump
35265,handpump,good,hand pump
35267,gravity,good,communal standpipe
35268,gravity,good,communal standpipe
35269,handpump,good,hand pump
35270,gravity,good,communal standpipe
35271,handpump,good,hand pump
35272,gravity,good,communal standpipe
35273,handpump,good,hand pump
35274,gravity,good,communal standpipe
35275,submersible,good,communal standpipe
35277,gravity,good,communal standpipe
35278,gravity,good,communal standpipe
35279,gravity,good,communal standpipe
35280,handpump,good,hand pump
35281,gravity,good,communal standpipe
35282,submersible,good,communal standpipe
35283,gravity,good,communal standpipe
35284,submersible,good,communal standpipe
35285,handpump,good,hand pump
35286,gravity,good,communal standpipe
35287,gravity,good,communal standpipe
35288,submersible,good,communal standpipe
35289,submersible,salty,communal standpipe
35290,motorpump,good,communal standpipe
35291,handpump,good,hand pump
35292,other,good,other
35293,gravity,good,communal standpipe
35295,gravity,good,communal standpipe
35296,motorpump,,communal standpipe
35297,handpump,good,hand pump
35298,handpump,good,hand pump
35299,gravity,good,communal standpipe
35300,gravity,good,communal standpipe
35301,handpump,good,hand pump
35303,gravity,good,communal standpipe
35304,gravity,good,communal standpipe
35305,gravity,good,other
35307,handpump,good,hand pump
35308,submersible,good,communal standpipe
35309,gravity,good,communal standpipe
35310,handpump,good,hand pump
35311,handpump,colored,hand pump
35312,other,salty,other
35314,handpump,salty,hand pump
35315,other,good,other
35316,motorpump,good,communal standpipe
35318,submersible,good,communal standpipe
35319,handpump,good,hand pump
35320,gravity,good,communal standpipe
35322,handpump,good,hand pump
35323,handpump,good,hand pump
35324,submersible,,communal standpipe
35325,other,good,other
35326,gravity,good,communal standpipe
35327,handpump,good,hand pump
35328,rope pump,good,hand pump
35329,gravity,good,other
35330,handpump,good,hand pump
35331,handpump,good,hand pump
35332,other,good,other
35333,gravity,good,communal standpipe
35334,gravity,good,communal standpipe
35336,gravity,good,improved spring
35337,gravity,good,communal standpipe
35338,motorpump,good,communal standpipe
35339,gravity,good,communal standpipe
35340,gravity,good,communal standpipe
35341,gravity,good,communal standpipe
35342,other,salty,other
35343,gravity,good,communal standpipe
35344,gravity,good,communal standpipe
35345,handpump,good,hand pump
35346,gravity,good,communal standpipe
35347,gravity,good,communal standpipe
35348,gravity,good,communal standpipe
35349,gravity,good,communal standpipe
35350,handpump,good,hand pump
35351,other,good,communal standpipe
35352,gravity,good,improved spring
35353,submersible,good,communal standpipe
35354,gravity,good,communal standpipe
35356,gravity,good,communal standpipe
35357,handpump,milky,hand pump
35358,handpump,salty,hand pump
35359,handpump,good,hand pump
35360,gravity,good,communal standpipe
35361,gravity,good,other
35362,submersible,good,communal standpipe
35363,handpump,salty,hand pump
35364,gravity,good,communal standpipe
35365,gravity,good,communal standpipe
35366,handpump,,hand pump
35367,handpump,good,hand pump
35368,gravity,good,communal standpipe
35370,submersible,good,communal standpipe
35371,gravity,good,communal standpipe
35373,handpump,good,hand pump
35374,gravity,good,communal standpipe
35375,handpump,good,hand pump
35377,other,salty,communal standpipe
35378,submersible,good,communal standpipe
35379,handpump,good,hand pump
35380,handpump,good,hand pump
35381,gravity,good,communal standpipe
35382,handpump,good,hand pump
35383,gravity,good,communal standpipe
35384,motorpump,good,communal standpipe
35385,handpump,good,hand pump
35386,submersible,good,communal standpipe
35387,other,good,improved spring
35388,gravity,good,communal standpipe
35389,gravity,good,communal standpipe
35390,gravity,good,communal standpipe
35391,gravity,good,communal standpipe
35392,submersible,good,communal standpipe
35393,gravity,good,communal standpipe
35394,handpump,good,hand pump
35396,handpump,salty,hand pump
35397,other,good,other
35398,gravity,good,communal standpipe
35399,gravity,good,communal standpipe
35400,other,salty,other
35401,gravity,good,communal standpipe
35402,motorpump,good,communal standpipe
35404,submersible,good,communal standpipe
35405,other,good,other
35406,handpump,good,hand pump
35407,gravity,good,communal standpipe
35408,gravity,good,other
35409,submersible,good,communal standpipe
35410,other,good,communal standpipe
35411,motorpump,good,communal standpipe
35412,gravity,good,other
35413,gravity,good,communal standpipe
35414,gravity,good,communal standpipe
35415,handpump,,hand pump
35416,handpump,good,hand pump
35417,other,good,communal standpipe
35418,handpump,good,hand pump
35419,submersible,good,communal standpipe
35420,motorpump,good,communal standpipe
35421,handpump,good,hand pump
35422,other,salty,other
35423,other,good,communal standpipe
35424,gravity,good,communal standpipe
35425,gravity,good,other
35426,handpump,good,hand pump
35427,motorpump,salty,communal standpipe
35428,gravity,good,communal standpipe
35429,gravity,good,communal standpipe
35430,gravity,good,communal standpipe
35431,other,good,hand pump
35432,motorpump,salty,communal standpipe
35433,motorpump,salty,communal standpipe
35434,submersible,good,communal standpipe
35435,motorpump,good,communal standpipe
35436,other,good,hand pump
35437,handpump,good,hand pump
35438,gravity,good,communal standpipe
35439,gravity,good,communal standpipe
35441,gravity,good,communal standpipe
35442,gravity,good,communal standpipe
35443,handpump,salty,hand pump
35444,gravity,good,communal standpipe
35445,gravity,good,communal standpipe
35446,motorpump,salty,communal standpipe
35447,gravity,good,communal standpipe
35448,other,good,other
35449,gravity,good,communal standpipe
35450,gravity,good,communal standpipe
35451,submersible,good,communal standpipe
35452,submersible,salty,communal standpipe
35453,gravity,good,communal standpipe
35454,handpump,good,hand pump
35455,handpump,good,hand pump
35457,gravity,good,communal standpipe
35459,gravity,good,communal standpipe
35460,other,good,other
35461,motorpump,salty,communal standpipe
35462,gravity,good,communal standpipe
35463,other,,other
35465,gravity,good,communal standpipe
35466,handpump,good,hand pump
35467,submersible,good,communal standpipe
35468,other,good,improved spring
35469,gravity,good,other
35470,other,good,other
35471,handpump,milky,hand pump
35472,handpump,good,hand pump
35473,gravity,good,communal standpipe
35476,motorpump,good,communal standpipe
35477,handpump,good,hand pump
35478,other,good,other
35479,gravity,good,communal standpipe
35480,gravity,good,communal standpipe
35481,gravity,good,communal standpipe
35482,gravity,good,communal standpipe
35484,gravity,good,communal standpipe
35485,gravity,good,communal standpipe
35486,gravity,good,communal standpipe
35488,other,good,other
35489,gravity,good,communal standpipe
35490,gravity,salty,communal standpipe
35491,handpump,good,hand pump
35492,submersible,good,communal standpipe
35493,gravity,good,communal standpipe
35494,gravity,good,communal standpipe
35495,submersible,good,communal standpipe
35496,gravity,good,communal standpipe
35497,submersible,good,communal standpipe
35498,handpump,good,hand pump
35499,submersible,salty,communal standpipe
35500,handpump,good,hand pump
35501,gravity,good,communal standpipe
35502,gravity,good,communal standpipe
35503,handpump,good,hand pump
35504,handpump,good,hand pump
35505,gravity,good,communal standpipe
35506,gravity,good,communal standpipe
35507,submersible,good,communal standpipe
35508,gravity,good,communal standpipe
35509,rope pump,good,hand pump
35510,gravity,good,communal standpipe
35511,gravity,good,communal standpipe
35512,gravity,good,communal standpipe
35513,gravity,salty,communal standpipe
35514,other,good,other
35515,other,good,other
35516,handpump,good,hand pump
35517,other,good,other
35518,motorpump,good,communal standpipe
35519,submersible,good,communal standpipe
35520,gravity,good,communal standpipe
35521,handpump,salty,hand pump
35522,gravity,good,communal standpipe
35523,handpump,good,hand pump
35524,handpump,good,hand pump
35525,motorpump,good,communal standpipe
35526,handpump,salty,hand pump
35527,gravity,good,communal standpipe
35528,handpump,good,hand pump
35529,motorpump,good,communal standpipe
35530,gravity,good,communal standpipe
35531,handpump,good,hand pump
35532,gravity,good,communal standpipe
35533,handpump,salty,hand pump
35534,gravity,good,communal standpipe
35535,rope pump,good,communal standpipe
35537,gravity,good,communal standpipe
35538,submersible,good,communal standpipe
35539,handpump,good,hand pump
35540,gravity,good,communal standpipe
35541,gravity,good,communal standpipe
35542,gravity,good,communal standpipe
35543,gravity,good,communal standpipe
35544,gravity,colored,communal standpipe
35545,other,good,hand pump
35546,submersible,good,communal standpipe
35547,other,salty,other
35548,other,good,other
35549,rope pump,good,hand pump
35550,gravity,good,communal standpipe
35551,handpump,good,hand pump
35552,handpump,good,hand pump
35553,gravity,good,communal standpipe
35555,gravity,good,communal standpipe
35556,handpump,good,hand pump
35557,gravity,good,communal standpipe
35558,handpump,good,hand pump
35559,handpump,good,hand pump
35561,gravity,good,communal standpipe
35562,gravity,good,communal standpipe
35563,gravity,good,communal standpipe
35564,gravity,good,communal standpipe
35565,gravity,good,communal standpipe
35566,gravity,good,communal standpipe
35567,other,good,other
35568,submersible,good,communal standpipe
35569,gravity,good,communal standpipe
35570,gravity,good,communal standpipe
35571,gravity,good,communal standpipe
35572,submersible,good,communal standpipe
35573,other,salty,other
35575,gravity,good,communal standpipe
35576,submersible,good,communal standpipe
35577,gravity,good,communal standpipe
35578,handpump,good,hand pump
35579,other,good,hand pump
35580,gravity,good,communal standpipe
35581,other,,other
35582,gravity,good,communal standpipe
35583,other,salty,hand pump
35584,submersible,good,communal standpipe
35585,submersible,good,communal standpipe
35587,gravity,,communal standpipe
35588,gravity,good,cattle trough
35589,motorpump,good,communal standpipe
35590,gravity,good,communal standpipe
35591,submersible,good,communal standpipe
35592,other,good,other
35593,gravity,good,communal standpipe
35594,other,,communal standpipe
35595,gravity,good,hand pump
35596,gravity,good,communal standpipe
35597,gravity,good,communal standpipe
35598,gravity,good,communal standpipe
35600,gravity,good,communal standpipe
35603,submersible,good,communal standpipe
35604,gravity,good,other
35605,handpump,good,hand pump
35606,rope pump,good,hand pump
35607,motorpump,good,communal standpipe
35609,motorpump,good,communal standpipe
35610,gravity,good,communal standpipe
35611,other,salty,other
35612,handpump,good,hand pump
35613,submersible,good,communal standpipe
35614,gravity,good,communal standpipe
35615,submersible,good,communal standpipe
35616,submersible,salty,communal standpipe
35617,gravity,good,communal standpipe
35618,gravity,good,communal standpipe
35619,gravity,good,communal standpipe
35620,gravity,good,communal standpipe
35621,other,good,hand pump
35622,gravity,good,communal standpipe
35623,gravity,good,communal standpipe
35624,handpump,salty,hand pump
35625,submersible,good,communal standpipe
35626,gravity,good,hand pump
35627,gravity,good,communal standpipe
35628,gravity,good,communal standpipe
35629,handpump,good,hand pump
35630,other,,other
35631,handpump,good,hand pump
35632,other,milky,other
35633,gravity,good,communal standpipe
35634,gravity,good,other
35635,handpump,good,hand pump
35636,handpump,good,hand pump
35637,submersible,good,communal standpipe
35639,gravity,good,communal standpipe
35640,handpump,good,hand pump
35641,gravity,good,communal standpipe
35642,other,salty,other
35643,submersible,good,communal standpipe
35644,gravity,good,communal standpipe
35645,gravity,good,improved spring
35646,other,good,other
35647,handpump,good,hand pump
35648,other,milky,other
35649,gravity,good,communal standpipe
35650,gravity,good,communal standpipe
35651,rope pump,good,hand pump
35652,handpump,good,hand pump
35653,handpump,salty,hand pump
35654,handpump,good,hand pump
35655,handpump,good,hand pump
35656,handpump,good,hand pump
35657,gravity,good,communal standpipe
35658,gravity,good,communal standpipe
35659,gravity,good,other
35660,gravity,good,communal standpipe
35662,handpump,good,hand pump
35663,motorpump,good,communal standpipe
35664,handpump,good,hand pump
35665,gravity,good,improved spring
35666,gravity,good,communal standpipe
35667,other,good,other
35668,gravity,good,communal standpipe
35669,handpump,good,hand pump
35670,submersible,,communal standpipe
35671,gravity,good,communal standpipe
35672,gravity,good,communal standpipe
35675,gravity,good,communal standpipe
35676,gravity,good,communal standpipe
35677,handpump,good,hand pump
35678,other,good,other
35679,gravity,good,communal standpipe
35680,gravity,good,communal standpipe
35681,handpump,good,hand pump
35682,gravity,good,communal standpipe
35683,handpump,good,hand pump
35685,gravity,good,improved spring
35686,gravity,good,communal standpipe
35687,other,milky,other
35688,handpump,salty,hand pump
35689,gravity,good,cattle trough
35691,submersible,good,communal standpipe
35692,other,good,other
35694,gravity,good,communal standpipe
35695,other,milky,other
35696,handpump,good,communal standpipe
35697,gravity,good,communal standpipe
35698,submersible,salty,communal standpipe
35699,gravity,good,communal standpipe
35700,gravity,good,communal standpipe
35701,handpump,milky,hand pump
35702,other,good,hand pump
35703,other,good,other
35704,submersible,good,communal standpipe
35705,other,good,other
35706,other,good,communal standpipe
35707,gravity,good,communal standpipe
35708,other,good,other
35709,handpump,good,communal standpipe
35710,gravity,good,communal standpipe
35711,handpump,good,hand pump
35713,gravity,good,communal standpipe
35714,handpump,good,hand pump
35715,gravity,good,communal standpipe
35716,other,good,improved spring
35717,gravity,good,communal standpipe
35718,gravity,good,communal standpipe
35719,motorpump,good,communal standpipe
35720,handpump,salty,hand pump
35722,submersible,good,communal standpipe
35723,gravity,good,communal standpipe
35724,other,good,improved spring
35725,gravity,good,communal standpipe
35726,gravity,good,communal standpipe
35727,gravity,good,communal standpipe
35728,handpump,good,hand pump
35730,gravity,good,communal standpipe
35731,other,good,communal standpipe
35732,submersible,salty,other
35733,handpump,colored,hand pump
35734,gravity,good,communal standpipe
35735,gravity,good,communal standpipe
35736,gravity,salty,communal standpipe
35737,other,good,other
35738,gravity,good,communal standpipe
35739,motorpump,salty,communal standpipe
35740,handpump,salty,hand pump
35741,handpump,good,hand pump
35742,gravity,good,communal standpipe
35743,gravity,good,communal standpipe
35745,gravity,good,communal standpipe
35746,submersible,good,communal standpipe
35747,gravity,good,communal standpipe
35748,submersible,good,communal standpipe
35749,other,salty,other
35753,motorpump,salty,communal standpipe
35755,gravity,good,communal standpipe
35756,other,good,other
35757,handpump,good,hand pump
35758,gravity,good,communal standpipe
35760,handpump,salty,hand pump
35761,other,good,communal standpipe
35762,handpump,good,hand pump
35763,other,good,improved spring
35764,gravity,good,communal standpipe
35765,gravity,good,communal standpipe
35766,gravity,good,communal standpipe
35767,gravity,good,improved spring
35768,other,good,other
35770,motorpump,good,communal standpipe
35771,gravity,good,communal standpipe
35772,submersible,good,communal standpipe
35773,gravity,good,communal standpipe
35774,other,good,other
35775,gravity,good,communal standpipe
35776,gravity,good,communal standpipe
35777,handpump,good,hand pump
35778,handpump,good,hand pump
35779,other,good,other
35780,gravity,good,communal standpipe
35781,handpump,good,hand pump
35782,gravity,good,communal standpipe
35783,handpump,good,hand pump
35784,gravity,good,communal standpipe
35785,other,good,other
35786,gravity,colored,communal standpipe
35787,gravity,good,improved spring
35788,submersible,good,communal standpipe
35789,gravity,good,other
35790,gravity,good,communal standpipe
35791,submersible,good,communal standpipe
35792,gravity,good,communal standpipe
35793,other,good,other
35794,handpump,good,hand pump
35796,submersible,salty,communal standpipe
35797,handpump,salty,hand pump
35798,gravity,good,communal standpipe
35799,handpump,good,hand pump
35801,gravity,good,communal standpipe
35802,motorpump,good,communal standpipe
35803,gravity,good,communal standpipe
35804,handpump,good,hand pump
35805,handpump,good,hand pump
35806,submersible,good,communal standpipe
35807,gravity,good,communal standpipe
35808,gravity,good,communal standpipe
35809,motorpump,good,communal standpipe
35810,rope pump,good,hand pump
35811,gravity,good,communal standpipe
35813,gravity,good,communal standpipe
35814,gravity,good,other
35815,gravity,good,communal standpipe
35816,other,good,communal standpipe
35817,gravity,good,communal standpipe
35818,other,good,other
35820,gravity,good,communal standpipe
35821,gravity,good,communal standpipe
35823,other,salty,other
35824,motorpump,good,communal standpipe
35825,gravity,good,communal standpipe
35826,motorpump,good,communal standpipe
35827,gravity,good,communal standpipe
35828,gravity,good,communal standpipe
35829,gravity,good,communal standpipe
35830,handpump,milky,hand pump
35831,gravity,good,communal standpipe
35833,gravity,good,communal standpipe
35834,gravity,good,communal standpipe
35835,gravity,good,communal standpipe
35836,handpump,good,hand pump
35837,gravity,good,communal standpipe
35838,submersible,good,communal standpipe
35839,gravity,good,communal standpipe
35840,handpump,good,hand pump
35841,gravity,good,communal standpipe
35842,handpump,good,hand pump
35843,gravity,good,communal standpipe
35844,gravity,good,communal standpipe
35845,gravity,good,communal standpipe
35846,gravity,good,communal standpipe
35847,gravity,good,communal standpipe
35848,handpump,good,hand pump
35849,handpump,good,hand pump
35850,gravity,good,communal standpipe
35851,gravity,good,communal standpipe
35852,handpump,good,hand pump
35853,handpump,good,hand pump
35854,gravity,good,communal standpipe
35855,submersible,good,communal standpipe
35856,submersible,good,communal standpipe
35857,gravity,good,communal standpipe
35858,gravity,good,communal standpipe
35859,gravity,good,communal standpipe
35860,other,good,hand pump
35861,submersible,good,communal standpipe
35862,submersible,good,communal standpipe
35863,handpump,good,hand pump
35864,handpump,salty,hand pump
35865,handpump,good,hand pump
35866,other,good,communal standpipe
35867,gravity,good,communal standpipe
35868,gravity,good,communal standpipe
35869,motorpump,salty,other
35870,gravity,good,communal standpipe
35871,gravity,good,communal standpipe
35872,gravity,good,communal standpipe
35873,handpump,,hand pump
35874,submersible,good,communal standpipe
35875,gravity,good,communal standpipe
35876,handpump,good,hand pump
35877,gravity,good,communal standpipe
35878,gravity,good,communal standpipe
35879,gravity,good,communal standpipe
35880,gravity,good,communal standpipe
35881,gravity,good,communal standpipe
35882,handpump,good,hand pump
35883,handpump,good,hand pump
35884,handpump,milky,hand pump
35885,gravity,good,communal standpipe
35886,handpump,salty,hand pump
35887,other,salty,other
35889,gravity,good,communal standpipe
35890,submersible,good,communal standpipe
35892,handpump,good,hand pump
35893,handpump,good,hand pump
35894,gravity,good,communal standpipe
35895,handpump,good,hand pump
35896,gravity,good,communal standpipe
35897,handpump,good,hand pump
35898,other,good,other
35899,gravity,good,communal standpipe
35900,gravity,good,communal standpipe
35902,handpump,good,hand pump
35903,gravity,good,communal standpipe
35905,handpump,,hand pump
35906,motorpump,salty,communal standpipe
35907,gravity,good,communal standpipe
35908,handpump,good,hand pump
35909,other,good,communal standpipe
35910,gravity,good,communal standpipe
35911,submersible,good,communal standpipe
35912,gravity,good,communal standpipe
35913,gravity,good,other
35914,handpump,good,hand pump
35915,gravity,good,communal standpipe
35916,handpump,milky,hand pump
35917,handpump,good,hand pump
